event_id,queen_id,season_id,episode_id,event_type,decided_by_queen_id,notes,farewell
E0001,Q0009,US01,US01E01,eliminated,-,-,-
E0002,Q0008,US01,US01E02,eliminated,-,-,-
E0003,Q0007,US01,US01E03,eliminated,-,-,-
E0004,Q0006,US01,US01E04,eliminated,-,-,-
E0005,Q0005,US01,US01E05,eliminated,-,-,-
E0006,Q0004,US01,US01E06,eliminated,-,-,-
E0007,Q0003,US01,US01E08,eliminated,-,-,-
E0008,Q0021,US02,US02E01,eliminated,-,-,"Love you all! Turn it out... Shangela ""DJ"
E0009,Q0020,US02,US02E02,eliminated,-,-,Be Safe Bitch N.P. Brooks
E0010,Q0019,US02,US02E03,eliminated,-,-,Balls 2 the walls // Fishes or Bitches > You pick // Mystique
E0011,Q0018,US02,US02E04,eliminated,-,-,"☮♥ XO Son!que ""Trust"
E0012,Q0017,US02,US02E05,eliminated,-,-,All you have to do is DREAM! Love Morgan XOXO!
E0013,Q0016,US02,US02E06,eliminated,-,-,"Live, Love & Believe!! XO. Sahara"
E0014,Q0015,US02,US02E07,eliminated,-,-,♥ I love you girls! ¡Viva P.R.! xoxo JW ♥♥
E0015,Q0014,US02,US02E08,eliminated,-,-,"Lick this Boxx, bitch // XOXO // Love you all! Pandora Boxx"
E0016,Q0013,US02,US02E09,eliminated,-,-,Do you 2 the FULLEST! Love TATI ♥
E0017,Q0012,US02,US02E11,eliminated,-,-,-
E0018,Q0033,US03,US03E02,eliminated,-,-,"Don't Be Shady!! Be A Lady! Love Ya, Venus DLite"
E0019,Q0032,US03,US03E03,eliminated,-,-,"BE You Bitches (Boots) Loves, Phoenix"
E0020,Q0031,US03,US03E04,eliminated,-,-,mimiimfurst.com // life is too short to live someone elses.
E0021,Q0030,US03,US03E05,eliminated,-,-,Never give up! Your all STARS!!! xoxo India
E0022,Q0029,US03,US03E06,eliminated,-,-,Condragulations Raja. Mug4Dayz! Mariah
E0023,Q0028,US03,US03E07,eliminated,-,-,Be a lady! You're All Amazing. Stacy Layne 'Bryant' Matthews // Jig...
E0024,Q0027,US03,US03E08,eliminated,-,-,WORK HEATHERS xoxo Delta
E0025,Q0026,US03,US03E10,eliminated,-,-,HEATHER better win!
E0026,Q0021,US03,US03E11,eliminated,-,-,Always live your dream and believe in second chances. Halleloo! ♡ Shangela:)
E0027,Q0026,US03,US03E12,eliminated,-,-,Good bye AGAIN!! Best of luck to everyone. Turn it out & don't be a sprepper! xoxo Carmen
E0028,Q0025,US03,US03E13,eliminated,-,-,"Echa pa' lante, no mires pa' atras pa' coger impulso, and you know what f&%k you haha ha ha"
E0029,Q0024,US03,US03E15,eliminated,-,-,-
E0030,Q0046,US04,US04E01,eliminated,-,-,"Keep it cute, ladies! Shady sisters 4-ever! ♥ Alisa"
E0031,Q0045,US04,US04E02,eliminated,-,-,Stay true 2 U + xoxo good luck! - Beyond!
E0032,Q0044,US04,US04E03,eliminated,-,-,This is (only) the beginning! Much Love - The Princess / I ♥ U DIDA RITZ!
E0033,Q0043,US04,US04E04,eliminated,-,-,"Girls: Stay humble... People go up... You'll be on the way down! Kisses MLQ / Chad, Sharon, Milan, Dita = True Friends / Kenya: Botate Mami!"
E0034,Q0038,US04,US04E05,eliminated,-,-,"Remember, the real queen is not made in this 4 wall. I'll be waiting for you in my kindom \[sic\] / Phi Phi - I love you - sisters 4 ever"
E0035,Q0042,US04,US04E06,eliminated,-,-,"Say love n show love / Colored girl, why yo base look like chalk? / Jiggly REPRESENT / Dwayne Milan / ♥ ♥ ♥ ♥"
E0036,Q0041,US04,US04E07,eliminated,-,-,To my Bitchez / ♥ y'all 2 Death! / C U @ da Reunion! / Keep it REAL! / Luv the Dusty RPDR4 Girls! <3 / Shady / I can get \*\*\*\*\*\* now! / <3 Dida / Jiggly Caliente
E0037,Q0040,US04,US04E08,disqualified,-,Disqualified; bottom two (Phi Phi O'Hara & Sharon Needles) both stayed (double shantay),"""Hi, I showed my ass (a lot). So here's one for the ROAD. 🍑 have fun / Willam"""
E0038,Q0038,US04,US04E10,eliminated,-,-,"Girl I say bye again! Thank 4 your love. When I left this competition, I felt loved. I love you, And the winner is..... I don't know. Kiss K.M."
E0039,Q0037,US04,US04E11,eliminated,-,-,"My divas, Remember who you are, and what you stand for / I love you and miss you all. Stay fierce!! Latrice Royale"
E0040,Q0060,US05,US05E01,eliminated,-,-,You are ALL STARS!! Smooches PT
E0041,Q0058,US05,US05E03,eliminated,-,-,Love all of u guys / Remember 'never be a victor!' -♡- Monica Beverly Hillz
E0042,Q0057,US05,US05E04,eliminated,-,-,"""Keep on loving each other. We will meet again... I can't wait! All my L♡VE - Honey Mahogany"""
E0043,Q0055,US05,US05E05,eliminated,-,-,Latino shade! It was a pleasure to meet you all! Thank for your friendship. XOXO Kiss and hugs! Lineysha
E0044,Q0054,US05,US05E06,eliminated,-,-,"Cheers to my 🐟 fish, fabulous and fierce sisters / I ♡ you all ♡ Jade J."
E0045,Q0053,US05,US05E08,eliminated,-,-,I Love you Girls So Much!! You Always have a friend in me! xoxo IVY💋
E0046,Q0052,US05,US05E09,eliminated,-,-,"THE SKY IS THE LIMIT WHEN YOUR ♡'S IN IT! Don't dream it, BE IT. Always & forever, Alyssa!"
E0047,Q0051,US05,US05E10,eliminated,-,-,I LOVE YOU ALL! GIVE THEM HELL GIRLS / Love Coco M.
E0048,Q0050,US05,US05E11,eliminated,-,-,Condragulations grillz! Go fucking KILL Them! Rolaskatox 4EVAAAHH! ♡ Detox
E0049,Q0074,US06,US06E01,eliminated,-,-,"""Love u girlz! Rock your pussies! XOXO 💋💋 Kelly Mantle P.S. Eat my BACON!"""
E0050,Q0073,US06,US06E02,eliminated,-,-,"""ZOMG! Love you girlie girls! xoxo Magnolia 💘"""
E0051,Q0072,US06,US06E03,eliminated,-,-,"""Girls you will be missed / take the world by storm / educate the masses. Rearrange it Internalize it. Turn it Get it ♡ Vivacious"""
E0052,Q0071,US06,US06E04,eliminated,-,-,"""Love you girls / Echa' pa' lante' / See you soon ♡ April"""
E0053,Q0070,US06,US06E05,eliminated,-,-,"""Bring out the big Gunns dudes -> xoxo Gia Gunn"""
E0054,Q0069,US06,US06E06,eliminated,-,-,It's Milkin' time! ♡ you girls! Big + scary forever (drawing of cow udders)
E0055,Q0068,US06,US06E08,eliminated,-,-,"""XOXO, Ganja!"""
E0056,Q0067,US06,US06E09,eliminated,-,-,"""Be COOL / Be Nice / Be you 💋 XOXO TKB"""
E0057,Q0066,US06,US06E10,eliminated,-,-,"""Forever sisters. Keep it foxy! Love your guts! Joslyn ♡"""
E0058,Q0065,US06,US06E11,eliminated,-,-,"""Dear top 4- howz it goin? I'm doing pretty good. Sometimes you have to have Mama Ru yell atcha a bunch of times before it sinks in. I guess I never reached that number of times. Darian - I knew the second I was up against you i waz out the door - you get it, lady. I wish you all the luck in the world and only harbor enough resentment to write a long pointless message that you will have to clean and clean and clean and clean. But fo' real tho you girlz are my heroes. XOXO BDLC"""
E0059,Q0064,US06,US06E12,eliminated,-,-,-
E0060,Q0088,US07,US07E01,eliminated,-,-,"Love yourself / Live your truth / You're never too old to dream! xoxo, Tempest"
E0061,Q0087,US07,US07E02,eliminated,-,-,"""LOVE YOU, MEAN IT! GING FOR THE WIN:)"""
E0062,Q0086,US07,US07E03,eliminated,-,-,Best of luck ladies. Luv J. Masters.
E0063,Q0080,US07,US07E04,eliminated,-,-,"Wear clown noses! Make fun of each other! Stay Plastic <3 Trixie Mattel. P.S. Fame – I used your lipstick, sorry:)"
E0064,Q0085,US07,US07E05,eliminated,-,-,Be good to yourself... Be kind to one another... Love to the moon & back! <3 xo MKD (P.S. Go Ginger)
E0065,Q0084,US07,US07E06,eliminated,-,-,"Everything happens 4 a reason, pero la vida continua! Big things will come! Kandy Ho xoxo"
E0066,Q0083,US07,US07E07,eliminated,-,-,"""Stay kind. Stay gracious. Stay humble. I love you, darlings. Xx Max"""
E0067,Q0082,US07,US07E08,eliminated,-,-,"""Stay FIERCE & WURQ THAT PUSS! I love you all xoxo.... Jaidynn Diore Fierce ♡"""
E0068,Q0081,US07,US07E09,eliminated,-,-,"""Continue to inspire. You are incredible! I love you. ♡ FAME."""
E0069,Q0080,US07,US07E10,eliminated,-,-,"""WTF Just Happened?!? #GirlBye Thx Pearl! Stay Plastic! (P.S. Spoiler Alert: Trixie Mattel Doesn't Win LOL)"""
E0070,Q0079,US07,US07E11,eliminated,-,-,""" Девочки! Я вас люблю!"" If you need me, you know where to find me. (The dumpster out back) XOXO Katya AKA The Brooke Hogan of drag AKA Diarrhea Perlman ♡♡♡"""
E0071,Q0078,US07,US07E12,eliminated,-,-,-
E0072,Q0097,US08,US08E01,eliminated,-,-,"""Dear Ladies & Monsters, it was a pleasure meeting you all! Play the cards you are dealt + TURN DA PARTY! The Beauty, Naysha Lopez ♥ P.S. I ♥ U Layla!"""
E0073,Q0099,US08,US08E02,eliminated,-,-,"""Ladies, you're all Fantastic. I wish I could be here with you. Set the world on fire + Make Everyone EAT IT -DAX! ☠"""
E0074,Q0098,US08,US08E03,eliminated,-,-,"""Don't give up!!! Fight For Youre Dreams!!! Love you mis amores #Cucu ♥"""
E0075,Q0097,US08,US08E04,eliminated,-,-,"Dear Ladies, Have a good time and push yourself. I got a 2nd chance, don't blow your first and only! xoxo Da Beauty! Naysha Lopez"
E0076,Q0096,US08,US08E05,eliminated,-,-,"Ladies, you have been touched by fierceness! Now werq it out! - Bob, ♥ you! See jew in new york. - Thorgy you are amazeballz! - AcidBetty.com 💋"
E0077,Q0095,US08,US08E06,eliminated,-,-,"My dearest trashbags, I'm sorry to leave you all so soon, but know this, the love I have for you is REAL + quite strong. Also whoever wins owes me a tea or a steak dinner! Love you all ♥ Robbie"
E0078,Q0094,US08,US08E07,eliminated,-,-,"""Clowns! All of you!! Come to NY - but please take down Bob!....She's terrible! - anyway - ♥ you guys! top 3?....... Naomi, Bob, Deryk... Let's see.... (that was shady!) ♥ Thorgy"""
E0079,Q0093,US08,US08E08,eliminated,-,-,"To my top 4, Ru said I won the challenge. What happened? I love you all! ♥ Derrick Bitch"
E0080,Q0092,US08,US08E09,eliminated,-,-,-
E0081,Q0114,US09,US09E02,eliminated,-,-,You Live to Love me more each Day. JM. PS JK I LOVE you all.
E0082,Q0113,US09,US09E03,eliminated,-,-,"Hey ladies, I ♡ you all! Sisters 4 ever! ♡ kimmy"
E0083,Q0112,US09,US09E04,eliminated,-,-,"LADIES, I'VE ENJOYED GETTING TO KNOW EACH + EVERYONE OF YOU! SLAY IT FOR TRANMA! XO CHARLIE"
E0084,Q0111,US09,US09E05,eliminated,-,-,Well sluts! Biggie is out but this is NOT the last of Me!!:) I need all of you to ALWAYS #beyourselftofreeyourself ♡ Eureka!!:P
E0085,Q0098,US09,US09E06,eliminated,-,-,"""Don't stop / Bealive in you!!! Love you. CUCU xoxo"""
E0086,Q0109,US09,US09E07,eliminated,-,-,Love u guys. Please don't be too messy without me! xoxo Aja 💔 PS. ur all gay:)
E0087,Q0108,US09,US09E08,eliminated,-,-,"Hey ladies! I LOVE YOU ALL SOOO MUCH. YOU ARE ALL superstars... and it's so special to finally have a REAL family. Good luck, & DON'T FUCK IT UP ♡ Farrah Moan"
E0088,Q0107,US09,US09E09,eliminated,-,-,"LADIES, I LOVE YOU WITH ALL OF MY HEART. IF EVER YOU NEED ME, I'M YOURS. CON AMOR, VALENTINA 💋"
E0089,Q0106,US09,US09E10,eliminated,-,-,Debbie Downer is gone. Sue Me! *Shae Coulee* hope you struggle cleaning this LOL. Love you all ♡
E0090,Q0105,US09,US09E11,eliminated,-,-,"Wishes come true, not free. You're my sisters always. -miss Dickpig continental, 2016:P"
E0091,Q0127,US10,US10E01,eliminated,-,-,Ladies I ♡ U... The Vanjie way! xoxo Vanessa ♡!
E0092,Q0126,US10,US10E02,eliminated,-,-,"""Thank you Sisters. Im So Blessed to have met you all. Keep it Kute! KKW"""
E0093,Q0125,US10,US10E03,eliminated,-,-,我爱 you (I love you all! Season 10 is going to be amazing! - Yuhua Hamasaki)
E0094,Q0124,US10,US10E04,eliminated,-,-,“NEVA LAVD YA! ❤️ Dusty”
E0095,Q0123,US10,US10E05,eliminated,-,-,-
E0096,Q0122,US10,US10E06,eliminated,-,-,-
E0097,Q0121,US10,US10E07,eliminated,-,-,-
E0098,Q0120,US10,US10E08,eliminated,-,-,-
E0099,Q0119,US10,US10E10,eliminated,-,-,-
E0100,Q0141,US11,US11E01,eliminated,-,-,"I LOVE ALL OF YOU CYSTERS! HAVE FUN ♡ — GUNBAE, BITCHES! SOJU ♡"
E0101,Q0140,US11,US11E02,eliminated,-,-,For the first time I've felt like I truly belonged / thank you for embracing me & making me feel loved XoXo Kahanna
E0102,Q0139,US11,US11E03,eliminated,-,-,-
E0103,Q0138,US11,US11E04,eliminated,-,-,-
E0104,Q0137,US11,US11E05,eliminated,-,-,-
E0105,Q0136,US11,US11E06,eliminated,-,-,-
E0106,Q0134,US11,US11E09,eliminated,-,-,-
E0107,Q0133,US11,US11E10,eliminated,-,-,-
E0108,Q0132,US11,US11E11,eliminated,-,-,-
E0109,Q0127,US11,US11E12,eliminated,-,-,-
E0110,Q0154,US12,US12E03,eliminated,-,-,Keep Ur Heads UP / I♡U ALL! - Dahlia ♡
E0111,Q0153,US12,US12E04,eliminated,-,-,"TO All of my special queens, Make sure you do what I couldn’t do. Love yourself, respect yourself, and remember to show the world that you care about what you believe in. I'm devastated I couldn't stay longer. But I look forward to lots of fun memories with you. Rock M. Sakura ♡ Love you all truly."
E0112,Q0152,US12,US12E05,eliminated,-,-,I might have not gotten a crown / But I have a sisterhood / I ♥ U / Your French sister! (I'm still the prettier) N
E0113,Q0151,US12,US12E06,eliminated,-,-,I Hope my screams were loud enough for you Bitches. You may not know me now but you sure will later ♡ Aiden Zhane
E0114,Q0150,US12,US12E07,eliminated,-,-,SIS. SHARE THE JOY! YOU AIN'T SHIT. JK. LOVE YOU ALL. xo BRITA BITCH
E0115,Q0149,US12,US12E08,eliminated,-,-,"Sisters, I'm so happy I got to share this experience with you. Stay humble, grateful, & remember, you're on RuPaul's Drag Race!! I love you, Jan 💋"
E0116,Q0147,US12,US12E11,eliminated,-,-,Remember to stay Soft & Supple and always (Insert stolen catchphrase here). Love Heidi... Something 💋
E0117,Q0146,US12,US12E12,eliminated,-,-,-
E0118,Q0167,US13,US13E04,eliminated,-,-,"Keep chasing the sparkle, I love you ladies. - KAH MORA HALL"
E0119,Q0166,US13,US13E05,eliminated,-,-,Im a gay ass Bitch... Im WHO? xoxo ♡ Joey JAY! ♡
E0120,Q0165,US13,US13E06,eliminated,-,-,"Till We MEET Again / Love, Misha ♡"
E0121,Q0164,US13,US13E07,eliminated,-,-,Slay! Then save me a plate! Love y'all! LaLa Ri!
E0122,Q0163,US13,US13E09,eliminated,-,-,It took ya'll hoes 4 times to get Rid of me!!! Be kind and make it HOE! xoxo Elliott with 2 Ts
E0123,Q0162,US13,US13E10,eliminated,-,-,"CLARA CLARA, OVER ANY GOLD MEDAL, CROWN OR CASH PRIZE, MY SISTERS WERE THE GREATEST REWARD. ASS OF '13 OFF TO GET SOME D! L8R SK8RS! ♡ DENALI💋"
E0124,Q0161,US13,US13E11,eliminated,-,-,Live Life with no apologies / Be your true authentic self / Let your Light shine / Turn it and Burn it / xx the manhattan monster TinaB
E0125,Q0160,US13,US13E12,eliminated,-,-,"Hay Goobers! I'm so happy to have You All in my life now! To My New sisters, I love you so much and love yourself inside & out ♡ Wiggle to the top! UTǐCA"
E0126,Q0159,US13,US13E13,eliminated,-,-,"*""* BELIEVE IN YOURSELF, AS I BELIEVE IN YOU! ♡ *""* XOXO, YOUR POLITE DIVA, LIV"
E0127,Q0178,US14,US14E01,eliminated,-,-,"Cross your fingers + toes b/c the whole world is about to know, we did THAT 💋 ♡ u all:)"
E0128,Q0172,US14,US14E02,eliminated,-,-,Stay Positive Be Kind. Stay You! - Love Daya
E0129,Q0181,US14,US14E03,eliminated,-,-,Thank you for Finally giving me my Drag Family - June ♡
E0130,Q0180,US14,US14E04,eliminated,-,-,“Believe In Your Self “Perrasss” ♡ 💋 Your latina Queen”
E0131,Q0178,US14,US14E05,eliminated,-,-,"Biiiitchhh Ya'll put up a damn good fight! I love you all so so so much! Keep being your absolutely Beautiful selves ♡♡♡ Peace, love, and meatballs:)"
E0132,Q0177,US14,US14E06,eliminated,-,-,"DON'T BE AFRAID TO BE YOURSELF ♡, BE KIND, AND BE STUPID - MADDY"
E0133,Q0176,US14,US14E08,eliminated,-,-,You Ladies are truly a blessing to me & to the world / you each are ALL STARS ♡ Kerri Colby 💋
E0134,Q0173,US14,US14E13,eliminated,-,-,"""Embrace the Curve / Sistahs 4 Life / I ♡ U ALL / ps. you do? 💋 \ DeJa Skye \"""
E0135,Q0197,US15,US15E02,LSFYL elimination,Q0195,"Eliminated in One Night Only, Part 2",-
