song_id,title,artist,times_used,spotify_track_id,is_rumix,catalog
S0587,Lucky,"RuPaul, The Cast of RuPaul's Drag Race, Season 13",0,3C3jcnDl4fbX05x67Jp4B6,Yes,SONGWRITING
S0588,Welcome to the Moulin Ru,"The Cast of RuPaul's Drag Race, Season 14",0,0ZTJ49dFyVSfoalx7plgLm,Yes,RUSICAL
S0589,Catwalk,RuPaul,0,1PV3tt86OaMewEsXwj91Ma,Yes,SONGWRITING
S0590,Wigloose: The Rusical!,"The Cast of RuPaul's Drag Race, Season 15",0,6Ev5NlLiVqmn2AK32TIdAg,Yes,RUSICAL
S0591,The Sound Of Rusic,"The Cast of RuPaul's Drag Race, Season 16",0,-,Yes,RUSICAL
S0592,The Wicked Wiz Of Oz: The Rusical,"The Cast of RuPaul's Drag Race, Season 17",0,-,Yes,RUSICAL
S0593,Fannie: The Hard Knock Ball Rusical,"The Cast of RuPaul's Drag Race, Season 18",0,-,Yes,RUSICAL
S0594,Joan: The Unauthorised Rusical,"The Cast of RuPaul's Drag Race All Stars, Season 8",0,-,Yes,RUSICAL
S0595,Rosemarie's Baby Shower: The Rusical,"The Cast of RuPaul's Drag Race All Stars, Season 9",0,-,Yes,RUSICAL
S0596,This is Our Country,"RuPaul, The Cast of RuPaul's Drag Race All Stars, Season 6",0,4NvjtFIiuQrQ15oaZExfmk,Yes,SONGWRITING
S0597,Legends,"RuPaul, The Cast of RuPaul's Drag Race All Stars, Season 7",0,0AqeucAT0HchT8fIa0zIXn,Yes,SONGWRITING
S0598,"Money, Success, Fame, Glamour","RuPaul, The Cast of RuPaul's Drag Race All Stars, Season 8",0,-,Yes,SONGWRITING
S0599,"Winner Winner, Chicken Dinner","RuPaul, The Cast of RuPaul's Drag Race All Stars, Season 10",0,7xE6WIKYjPglDGoBVmeM8u,Yes,SONGWRITING
S0600,Shoot Your Shot,"RuPaul, The Cast of RuPaul's Drag Race All Stars, Season 10",0,4Wu5RSBQiXLWR8RFRnk50t,Yes,SONGWRITING
S0601,Break Up (Bye Bye),"Frock Destroyers, The Cast of RuPaul's Drag Race UK, Season 1",0,13lgFanIzQVjIiVvxyAjjS,Yes,GIRL_GROUP
S0602,Rats: The Rusical,"The Cast of RuPaul's Drag Race UK, Season 2",0,2S08ZXdevtF1ATOqBLUMGA,Yes,RUSICAL
S0603,UK Hun?,"The Cast of RuPaul's Drag Race UK, Season 2",0,1lZS5NcFUVEZNYSWHtfJPk,Yes,GIRL_GROUP
S0604,B.D.E (Big Drag Energy),"The Cast of RuPaul's Drag Race UK, Season 3",0,-,Yes,GIRL_GROUP
S0605,"Hey Sis, It's Christmas","RuPaul, The Cast of RuPaul's Drag Race UK, Season 3",0,4gq3vE4qoEnTJRUTCzJZpu,Yes,SONGWRITING
S0606,Come Alive,"The Cast of RuPaul's Drag Race UK, Season 4",0,-,Yes,SONGWRITING
S0607,Lairy Poppins: The Rusical,"The Cast of RuPaul's Drag Race UK, Season 4",0,4mBpI1zyKHeHEtECyfxkHE,Yes,RUSICAL
S0608,Don't Ick My Yum,"The Cast of RuPaul's Drag Race UK, Season 5",0,-,Yes,SONGWRITING
S0609,Pant-oh She Better Don't: The Rusical,"The Cast of RuPaul's Drag Race UK, Season 5",0,-,Yes,RUSICAL
S0610,Spotlight,"RuPaul, The Cast of RuPaul's Drag Race UK, Season 5",0,-,Yes,SONGWRITING
S0611,Dead or Alive,"The Cast of RuPaul's Drag Race UK, Season 6",0,-,Yes,GIRL_GROUP
S0612,Pop of the Tops: The Rusical,"The Cast of RuPaul's Drag Race UK, Season 6",0,-,Yes,RUSICAL
S0613,A Different Winner's Story,"The Cast of RuPaul's Drag Race UK, Season 6",0,3M0nTO3a1e0QqLmBEzWkA5,Yes,SONGWRITING
S0614,She Ate That,"The Cast of RuPaul's Drag Race UK, Season 7",0,-,Yes,GIRL_GROUP
S0615,Peter Pansy: The Rusical,"The Cast of RuPaul's Drag Race UK, Season 7",0,-,Yes,RUSICAL
S0616,Money Shot,"The Cast of RuPaul's Drag Race UK, Season 7",0,7kbbOnm73up6ca1cm877oY,Yes,SONGWRITING
S0617,Queen of the North,"Brooke Lynn Hytes, The Cast of Canada's Drag Race, Season 2",0,5qTuKNWHFsPndAtf8VAtKy,Yes,SONGWRITING
S0618,"Under the Big Top, Live","The Cast of Canada's Drag Race, Season 2",0,-,Yes,RUSICAL
S0619,Squirrels Trip: The Rusical,"The Cast of Canada's Drag Race, Season 3",0,76sA3nn1q5cBcWWEljklC1,Yes,RUSICAL
S0620,"True, North Strong and Fierce","The Cast of Canada's Drag Race, Season 3",0,5uoq7tP1hvfoA5VHLfbvCB,Yes,SONGWRITING
S0621,From Drags to Riches: The Rusical,"The Cast of Canada's Drag Race, Season 4",0,-,Yes,RUSICAL
S0622,Go Off Queen,"Brooke Lynn Hytes, The Cast of Canada's Drag Race, Season 5",0,3dfRaaEdM7lZI8HzfJXJQM,Yes,SONGWRITING
S0623,Not Sorry Aboot It (Remix),"Lemon, The Cast of Canada's Drag Race, Season 6",0,0S6C67I6Iysp894BTzxhcg,Yes,SONGWRITING
S0624,"Bonjour, Hi","The Cast of Canada's Drag Race: Canada vs the World, Season 1",0,-,Yes,SONGWRITING
S0625,Snatch Game: The Rusical,"The Cast of Canada's Drag Race: Canada vs the World, Season 2",0,-,Yes,RUSICAL
S0626,Dance Like The World Is Watching,"RuPaul, The Cast of RuPaul's Drag Race Global All Stars, Season 1",0,24QpENTCgg8HvbBi1TbqgH,Yes,SONGWRITING
S0627,West End Wendys: The Rusical,"The Cast of RuPaul's Drag Race UK vs the World, Season 1",0,5gOF9FNJu3wpKol2lH3IBn,Yes,RUSICAL
S0628,I'm in Love with an Alien,"The Cast of RuPaul's Drag Race UK vs the World, Season 3",0,-,Yes,GIRL_GROUP
